5 Minutes	Flow (Veh/5 Minutes)	Speed (mph)	# Lane Points	% Observed
03/18/2014 05:20	57	67.2	3	100
03/18/2014 05:25	81	68.9	3	100
03/18/2014 05:30	100	69.6	3	100
03/18/2014 05:35	110	70.6	3	100
03/18/2014 05:40	118	70.3	3	100
03/18/2014 05:45	121	71.2	3	100
03/18/2014 05:50	108	71.5	3	100
03/18/2014 05:55	114	70.8	3	100
03/18/2014 06:00	124	70	3	100
03/18/2014 06:05	136	69.8	3	100
03/18/2014 06:10	155	70.8	3	100
03/18/2014 06:15	177	69.8	3	100
03/18/2014 06:20	219	69.6	3	100
03/18/2014 06:25	215	67.3	3	100
03/18/2014 06:30	254	68.5	3	100
03/18/2014 06:35	242	67.9	3	100
03/18/2014 06:40	271	68.2	3	100
03/18/2014 06:45	282	66.3	3	100
03/18/2014 06:50	266	67.1	3	100
03/18/2014 06:55	263	68.3	3	100
03/18/2014 07:00	311	67.5	3	100
03/18/2014 07:05	295	68.4	3	100
03/18/2014 07:10	376	67	3	100
03/18/2014 07:15	355	67.4	3	100
03/18/2014 07:20	375	69.5	3	100
03/18/2014 07:25	373	68.7	3	100
03/18/2014 07:30	449	66.6	3	100
03/18/2014 07:35	387	66.3	3	100
03/18/2014 07:40	392	44.4	3	100
03/18/2014 07:45	417	46	3	100
03/18/2014 07:50	353	56.8	3	100
03/18/2014 07:55	384	65.3	3	100
03/18/2014 08:00	367	66	3	100
03/18/2014 08:05	362	68.5	3	100
03/18/2014 08:10	329	70.3	3	100
03/18/2014 08:15	410	68.6	3	100
03/18/2014 08:20	375	66.9	3	100
03/18/2014 08:25	378	68.9	3	100
03/18/2014 08:30	374	70	3	100
03/18/2014 08:35	393	70.2	3	100
03/18/2014 08:40	355	70.2	3	100
03/18/2014 08:45	343	71.1	3	100
03/18/2014 08:50	312	70.4	3	100
03/18/2014 08:55	295	68.8	3	100
03/18/2014 09:00	249	70.4	3	100
03/18/2014 09:05	266	70.7	3	100
03/18/2014 09:10	271	69.1	3	100
03/18/2014 09:15	279	68	3	100
03/18/2014 09:20	238	70.3	3	100
03/18/2014 09:25	273	69.5	3	100
03/18/2014 09:30	287	67.1	3	100
03/18/2014 09:35	287	69.2	3	100
03/18/2014 09:40	266	68.4	3	100
03/18/2014 09:45	275	67.9	3	100
03/18/2014 09:50	267	69.7	3	100
03/18/2014 09:55	253	69.9	3	100
03/18/2014 10:00	256	71.2	3	100
03/18/2014 10:05	230	69.5	3	100
03/18/2014 10:10	250	67.7	3	100
03/18/2014 10:15	243	67.8	3	100
03/18/2014 10:20	244	68.5	3	100
03/18/2014 10:25	262	65.4	3	100
03/18/2014 10:30	245	68.6	3	100
03/18/2014 10:35	253	67.9	3	100
03/18/2014 10:40	264	67.5	3	100
03/18/2014 10:45	255	70.4	3	100
03/18/2014 10:50	274	67.6	3	100
03/18/2014 10:55	266	67.5	3	100
03/18/2014 11:00	244	67.3	3	100
03/18/2014 11:05	252	68.5	3	100
03/18/2014 11:10	253	70.5	3	100
03/18/2014 11:15	297	67.6	3	100
03/18/2014 11:20	246	68.8	3	100
03/18/2014 11:25	285	67	3	100
03/18/2014 11:30	278	66.3	3	100
03/18/2014 11:35	253	68.7	3	100
03/18/2014 11:40	237	69.3	3	100
03/18/2014 11:45	272	70.3	3	100
03/18/2014 11:50	229	68.8	3	100
03/18/2014 11:55	281	66.5	3	100
03/18/2014 12:00	220	67.7	3	100
03/18/2014 12:05	258	67.4	3	100
03/18/2014 12:10	253	67.1	3	100
03/18/2014 12:15	307	65.5	3	100
03/18/2014 12:20	280	67	3	100
03/18/2014 12:25	259	66.1	3	100
03/18/2014 12:30	279	67.6	3	100
03/18/2014 12:35	319	67.8	3	100
03/18/2014 12:40	269	64.9	3	100
03/18/2014 12:45	269	64.9	3	100
03/18/2014 12:50	311	63.8	3	100
03/18/2014 12:55	283	62.9	3	100
03/18/2014 13:00	268	64.2	3	100
03/18/2014 13:05	258	65	3	100
03/18/2014 13:10	294	66.9	3	100
03/18/2014 13:15	288	67	3	100
03/18/2014 13:20	237	68.1	3	100
03/18/2014 13:25	296	65.9	3	100
03/18/2014 13:30	293	66.8	3	100
03/18/2014 13:35	277	66.7	3	100
03/18/2014 13:40	267	67.4	3	100
03/18/2014 13:45	288	65.7	3	100
03/18/2014 13:50	321	66.4	3	100
03/18/2014 13:55	300	66.7	3	100
03/18/2014 14:00	272	66.2	3	100
03/18/2014 14:05	315	67.3	3	100
03/18/2014 14:10	303	66.5	3	100
03/18/2014 14:15	318	67.3	3	100
03/18/2014 14:20	327	66.2	3	100
03/18/2014 14:25	323	66.3	3	100
03/18/2014 14:30	370	67.5	3	100
03/18/2014 14:35	390	66.2	3	100
03/18/2014 14:40	328	66.6	3	100
03/18/2014 14:45	389	65.5	3	100
03/18/2014 14:50	344	66	3	100
03/18/2014 14:55	407	65.7	3	100
03/18/2014 15:00	355	65.4	3	100
03/18/2014 15:05	367	65.6	3	100
03/18/2014 15:10	371	66.4	3	100
03/18/2014 15:15	386	67.1	3	100
03/18/2014 15:20	385	66.3	3	100
03/18/2014 15:25	381	68.1	3	100
03/18/2014 15:30	388	68.5	3	100
03/18/2014 15:35	454	64.3	3	100
03/18/2014 15:40	440	64	3	100
03/18/2014 15:45	443	63.5	3	100
03/18/2014 15:50	418	65.6	3	100
03/18/2014 15:55	402	66.4	3	100
03/18/2014 16:00	402	64.9	3	100
03/18/2014 16:05	444	64.4	3	100
03/18/2014 16:10	417	49.2	3	100
03/18/2014 16:15	420	36.8	3	100
03/18/2014 16:20	402	29.8	3	100
03/18/2014 16:25	425	43.7	3	100
03/18/2014 16:30	367	59.2	3	100
03/18/2014 16:35	410	63.1	3	100
03/18/2014 16:40	434	66	3	100
03/18/2014 16:45	431	66.9	3	100
03/18/2014 16:50	387	68.5	3	100
03/18/2014 16:55	381	69	3	100
03/18/2014 17:00	350	67.3	3	100
03/18/2014 17:05	402	67.2	3	100
03/18/2014 17:10	450	68.2	3	100
03/18/2014 17:15	436	69.2	3	100
03/18/2014 17:20	406	52.1	3	100
03/18/2014 17:25	341	33.7	3	100
03/18/2014 17:30	274	22.3	3	100
03/18/2014 17:35	334	20.2	3	100
03/18/2014 17:40	373	21.9	3	100
03/18/2014 17:45	339	20.5	3	100
03/18/2014 17:50	315	18.3	3	100
03/18/2014 17:55	299	19.7	3	100
03/18/2014 18:00	299	31.9	3	100
03/18/2014 18:05	305	52	3	100
03/18/2014 18:10	332	62.5	3	100
03/18/2014 18:15	339	66.2	3	100
03/18/2014 18:20	279	69.8	3	100
03/18/2014 18:25	318	61.3	3	100
03/18/2014 18:30	279	66.3	3	100
03/18/2014 18:35	311	68.9	3	100
03/18/2014 18:40	280	69.5	3	100
03/18/2014 18:45	250	69	3	100
03/18/2014 18:50	222	68.8	3	100
03/18/2014 18:55	224	67.5	3	100
03/18/2014 19:00	246	69.3	3	100
03/18/2014 19:05	235	70.4	3	100
03/18/2014 19:10	227	71.1	3	100
03/18/2014 19:15	276	68.6	3	100
03/18/2014 19:20	234	68.5	3	100
03/18/2014 19:25	237	69.2	3	100
03/18/2014 19:30	197	69.4	3	100
03/18/2014 19:35	233	69.2	3	100
03/18/2014 19:40	221	68.6	3	100
03/18/2014 19:45	243	68.2	3	100
03/18/2014 19:50	225	67.3	3	100
03/18/2014 19:55	238	66.5	3	100
03/18/2014 20:00	224	64.9	3	100
03/18/2014 20:05	200	68.9	3	100
03/18/2014 20:10	194	69.8	3	100
03/18/2014 20:15	218	70.8	3	100
03/18/2014 20:20	206	70.2	3	100
03/18/2014 20:25	155	71.5	3	100
03/18/2014 20:30	183	70.1	3	100
03/18/2014 20:35	171	71.6	3	100
03/18/2014 20:40	194	70.2	3	100
03/18/2014 20:45	141	71.4	3	100
03/18/2014 20:50	174	69.1	3	100
03/18/2014 20:55	150	71.1	3	100
03/18/2014 21:00	179	70.1	3	100
03/18/2014 21:05	163	68.8	3	100
03/18/2014 21:10	147	69.7	3	100
03/18/2014 21:15	163	72	3	100
03/18/2014 21:20	153	72.1	3	100
03/18/2014 21:25	164	72	3	100
03/18/2014 21:30	130	72.6	3	100
03/18/2014 21:35	169	73.5	3	100
03/18/2014 21:40	128	73.8	3	100
03/18/2014 21:45	169	71.9	3	100
03/18/2014 21:50	116	71.8	3	100
03/18/2014 21:55	139	71.6	3	100
03/18/2014 22:00	141	72.2	3	100
03/18/2014 22:05	129	72.1	3	100
03/18/2014 22:10	135	73.6	3	100
03/18/2014 22:15	152	72.6	3	100
03/18/2014 22:20	149	71.7	3	100
03/18/2014 22:25	152	71	3	100
03/18/2014 22:30	103	70.5	3	100
03/18/2014 22:35	105	71.8	3	100
03/18/2014 22:40	97	73.3	3	100
03/18/2014 22:45	110	71.3	3	100
03/18/2014 22:50	108	70.7	3	100
03/18/2014 22:55	106	71.1	3	100
03/18/2014 23:00	97	72.5	3	100
03/18/2014 23:05	105	72.1	3	100
03/18/2014 23:10	82	69.9	3	100
03/18/2014 23:15	76	69.3	3	100
03/18/2014 23:20	81	70.4	3	100
03/18/2014 23:25	92	71.6	3	100
03/18/2014 23:30	79	71.7	3	100
03/18/2014 23:35	91	72.8	3	100
03/18/2014 23:40	67	71.7	3	100
03/18/2014 23:45	91	70.8	3	100
03/18/2014 23:50	76	71.1	3	100
03/18/2014 23:55	59	71.6	3	100
03/19/2014 00:00	65	68.7	3	100
03/19/2014 00:05	50	66.3	3	100
03/19/2014 00:10	63	68	3	100
03/19/2014 00:15	57	69.1	3	100
03/19/2014 00:20	50	69.5	3	100
03/19/2014 00:25	56	71.2	3	100
03/19/2014 00:30	59	71	3	100
03/19/2014 00:35	56	71	3	100
03/19/2014 00:40	48	71.2	3	100
03/19/2014 00:45	44	71.4	3	100
03/19/2014 00:50	40	71	3	100
03/19/2014 00:55	46	71.2	3	100
